"plot","species","value"
"ruderal_edge_024","Ballota nigra",48
"ruderal_edge_024","Dactylis glomerata",17
"ruderal_edge_024","Filipendula ulmaria",3
"ruderal_edge_024","Galium aparine",51
"ruderal_edge_024","Leucanthemum vulgare",3
"ruderal_edge_024","Mentha aquatica",2
"ruderal_edge_024","Plantago lanceolata",4
"ruderal_edge_024","Plantago major",26
"ruderal_edge_024","Ranunculus acris",15
"ruderal_edge_024","Rumex acetosa",1
"ruderal_edge_024","Sambucus nigra",45
"ruderal_edge_024","Taraxacum officinale",12
"ruderal_edge_024","Thymus serpyllum",3
"ruderal_edge_024","Urtica dioica",21
"ruderal_edge_025","Achillea millefolium",1
"ruderal_edge_025","Anemone nemorosa",4
"ruderal_edge_025","Ballota nigra",32
"ruderal_edge_025","Dactylis glomerata",9
"ruderal_edge_025","Deschampsia cespitosa",2
"ruderal_edge_025","Dryopteris filix-mas",3
"ruderal_edge_025","Festuca ovina",9
"ruderal_edge_025","Galium aparine",19
"ruderal_edge_025","Hypericum perforatum",2
"ruderal_edge_025","Melica uniflora",2
"ruderal_edge_025","Mercurialis perennis",3
"ruderal_edge_025","Ranunculus acris",6
"ruderal_edge_025","Sambucus nigra",21
"ruderal_edge_025","Taraxacum officinale",9
"ruderal_edge_025","Urtica dioica",15
"ruderal_edge_026","Aegopodium podagraria",32
"ruderal_edge_026","Artemisia vulgaris",39
"ruderal_edge_026","Ballota nigra",33
"ruderal_edge_026","Carex acuta",9
"ruderal_edge_026","Chelidonium majus",18
"ruderal_edge_026","Dactylis glomerata",44
"ruderal_edge_026","Filipendula ulmaria",2
"ruderal_edge_026","Galium aparine",44
"ruderal_edge_026","Hedera helix",2
"ruderal_edge_026","Lychnis flos-cuculi",6
"ruderal_edge_026","Plantago lanceolata",2
"ruderal_edge_026","Poa pratensis",17
"ruderal_edge_026","Sambucus nigra",54
"ruderal_edge_026","Taraxacum officinale",5
"ruderal_edge_026","Thymus serpyllum",3
"ruderal_edge_027","Anemone nemorosa",2
"ruderal_edge_027","Artemisia vulgaris",19
"ruderal_edge_027","Ballota nigra",9
"ruderal_edge_027","Bromus erectus",5
"ruderal_edge_027","Chelidonium majus",24
"ruderal_edge_027","Dactylis glomerata",38
"ruderal_edge_027","Galium aparine",40
"ruderal_edge_027","Melica uniflora",7
"ruderal_edge_027","Quercus robur",3
"ruderal_edge_027","Ranunculus acris",8
"ruderal_edge_027","Rumex acetosa",2
"ruderal_edge_027","Sambucus nigra",11
"ruderal_edge_027","Thymus serpyllum",2
"ruderal_edge_027","Urtica dioica",24
"ruderal_edge_028","Aegopodium podagraria",33
"ruderal_edge_028","Artemisia vulgaris",13
"ruderal_edge_028","Ballota nigra",51
"ruderal_edge_028","Bromus erectus",2
"ruderal_edge_028","Chelidonium majus",48
"ruderal_edge_028","Dactylis glomerata",30
"ruderal_edge_028","Deschampsia cespitosa",5
"ruderal_edge_028","Galium aparine",35
"ruderal_edge_028","Sambucus nigra",20
"ruderal_edge_028","Taraxacum officinale",18
"ruderal_edge_028","Urtica dioica",46
"ruderal_edge_029","Achillea millefolium",2
"ruderal_edge_029","Artemisia vulgaris",21
"ruderal_edge_029","Ballota nigra",27
"ruderal_edge_029","Carex acuta",2
"ruderal_edge_029","Chelidonium majus",28
"ruderal_edge_029","Dactylis glomerata",41
"ruderal_edge_029","Deschampsia cespitosa",2
"ruderal_edge_029","Galium aparine",36
"ruderal_edge_029","Galium verum",6
"ruderal_edge_029","Juncus effusus",5
"ruderal_edge_029","Quercus robur",3
"ruderal_edge_029","Ranunculus acris",11
"ruderal_edge_029","Rubus caesius",1
"ruderal_edge_029","Sambucus nigra",16
"ruderal_edge_029","Taraxacum officinale",16
"ruderal_edge_029","Urtica dioica",54
"ruderal_edge_030","Ballota nigra",37
"ruderal_edge_030","Galium aparine",46
"ruderal_edge_030","Mentha aquatica",2
"ruderal_edge_030","Phragmites australis",3
"ruderal_edge_030","Plantago lanceolata",5
"ruderal_edge_030","Plantago major",15
"ruderal_edge_030","Poa pratensis",14
"ruderal_edge_030","Salvia pratensis",3
"ruderal_edge_030","Sambucus nigra",46
"ruderal_edge_030","Urtica dioica",57
"transition_dry_meadow_ruderal_edge_001","Achillea millefolium",18
"transition_dry_meadow_ruderal_edge_001","Anemone nemorosa",7
"transition_dry_meadow_ruderal_edge_001","Artemisia vulgaris",15
"transition_dry_meadow_ruderal_edge_001","Ballota nigra",3
"transition_dry_meadow_ruderal_edge_001","Bromus erectus",7
"transition_dry_meadow_ruderal_edge_001","Chelidonium majus",7
"transition_dry_meadow_ruderal_edge_001","Dactylis glomerata",13
"transition_dry_meadow_ruderal_edge_001","Festuca ovina",4
"transition_dry_meadow_ruderal_edge_001","Galium aparine",6
"transition_dry_meadow_ruderal_edge_001","Galium verum",10
"transition_dry_meadow_ruderal_edge_001","Lotus corniculatus",14
"transition_dry_meadow_ruderal_edge_001","Phragmites australis",4
"transition_dry_meadow_ruderal_edge_001","Pinus sylvestris",1
"transition_dry_meadow_ruderal_edge_001","Plantago lanceolata",13
"transition_dry_meadow_ruderal_edge_001","Poa pratensis",13
"transition_dry_meadow_ruderal_edge_001","Salvia pratensis",23
"transition_dry_meadow_ruderal_edge_001","Thymus serpyllum",22
"transition_dry_meadow_ruderal_edge_001","Trifolium repens",8
"transition_dry_meadow_ruderal_edge_002","Aegopodium podagraria",9
"transition_dry_meadow_ruderal_edge_002","Anemone nemorosa",1
"transition_dry_meadow_ruderal_edge_002","Artemisia vulgaris",10
"transition_dry_meadow_ruderal_edge_002","Chelidonium majus",9
"transition_dry_meadow_ruderal_edge_002","Festuca ovina",12
"transition_dry_meadow_ruderal_edge_002","Galium verum",15
"transition_dry_meadow_ruderal_edge_002","Iris pseudacorus",3
"transition_dry_meadow_ruderal_edge_002","Lotus corniculatus",15
"transition_dry_meadow_ruderal_edge_002","Phragmites australis",3
"transition_dry_meadow_ruderal_edge_002","Plantago lanceolata",14
"transition_dry_meadow_ruderal_edge_002","Ranunculus acris",15
"transition_dry_meadow_ruderal_edge_002","Salvia pratensis",6
"transition_dry_meadow_ruderal_edge_002","Taraxacum officinale",11
"transition_dry_meadow_ruderal_edge_002","Urtica dioica",6
"transition_dry_meadow_ruderal_edge_003","Artemisia vulgaris",3
"transition_dry_meadow_ruderal_edge_003","Ballota nigra",14
"transition_dry_meadow_ruderal_edge_003","Bromus erectus",16
"transition_dry_meadow_ruderal_edge_003","Dactylis glomerata",7
"transition_dry_meadow_ruderal_edge_003","Poa pratensis",11
"transition_dry_meadow_ruderal_edge_003","Trifolium repens",8
"transition_dry_meadow_ruderal_edge_003","Urtica dioica",13
"transition_dry_meadow_ruderal_edge_004","Bromus erectus",8
"transition_dry_meadow_ruderal_edge_004","Carex acuta",2
"transition_dry_meadow_ruderal_edge_004","Chelidonium majus",17
"transition_dry_meadow_ruderal_edge_004","Dactylis glomerata",16
"transition_dry_meadow_ruderal_edge_004","Deschampsia cespitosa",3
"transition_dry_meadow_ruderal_edge_004","Galium aparine",16
"transition_dry_meadow_ruderal_edge_004","Lotus corniculatus",13
"transition_dry_meadow_ruderal_edge_004","Salvia pratensis",13
"transition_dry_meadow_ruderal_edge_004","Thymus serpyllum",18
"transition_dry_meadow_ruderal_edge_004","Trifolium repens",4
"transition_dry_meadow_wet_meadow_001","Bromus erectus",5
"transition_dry_meadow_wet_meadow_001","Carex acuta",19
"transition_dry_meadow_wet_meadow_001","Deschampsia cespitosa",6
"transition_dry_meadow_wet_meadow_001","Festuca ovina",15
"transition_dry_meadow_wet_meadow_001","Hedera helix",2
"transition_dry_meadow_wet_meadow_001","Lotus corniculatus",14
"transition_dry_meadow_wet_meadow_001","Mentha aquatica",8
"transition_dry_meadow_wet_meadow_001","Phragmites australis",4
"transition_dry_meadow_wet_meadow_001","Taraxacum officinale",2
"transition_dry_meadow_wet_meadow_001","Thymus serpyllum",7
"transition_dry_meadow_wet_meadow_002","Bromus erectus",21
"transition_dry_meadow_wet_meadow_002","Caltha palustris",16
"transition_dry_meadow_wet_meadow_002","Carex acuta",13
"transition_dry_meadow_wet_meadow_002","Chelidonium majus",2
"transition_dry_meadow_wet_meadow_002","Festuca ovina",13
"transition_dry_meadow_wet_meadow_002","Galium aparine",2
"transition_dry_meadow_wet_meadow_002","Galium verum",15
"transition_dry_meadow_wet_meadow_002","Iris pseudacorus",16
"transition_dry_meadow_wet_meadow_002","Lychnis flos-cuculi",14
"transition_dry_meadow_wet_meadow_002","Plantago lanceolata",11
"transition_dry_meadow_wet_meadow_002","Poa pratensis",4
"transition_dry_meadow_wet_meadow_002","Salvia pratensis",10
"transition_dry_meadow_wet_meadow_002","Taraxacum officinale",8
"transition_dry_meadow_wet_meadow_002","Vicia cracca",2
"transition_dry_meadow_wet_meadow_003","Achillea millefolium",20
"transition_dry_meadow_wet_meadow_003","Carex acuta",12
"transition_dry_meadow_wet_meadow_003","Festuca ovina",25
"transition_dry_meadow_wet_meadow_003","Galium odoratum",1
"transition_dry_meadow_wet_meadow_003","Iris pseudacorus",21
"transition_dry_meadow_wet_meadow_003","Juncus effusus",21
"transition_dry_meadow_wet_meadow_003","Lotus corniculatus",8
"transition_dry_meadow_wet_meadow_003","Plantago lanceolata",16
"transition_dry_meadow_wet_meadow_003","Poa pratensis",14
"transition_dry_meadow_wet_meadow_003","Ranunculus acris",12
"transition_dry_meadow_wet_meadow_003","Rumex acetosa",2
"transition_dry_meadow_wet_meadow_003","Salvia pratensis",13
"transition_dry_meadow_wet_meadow_004","Ballota nigra",2
"transition_dry_meadow_wet_meadow_004","Bromus erectus",4
"transition_dry_meadow_wet_meadow_004","Carex acuta",9
"transition_dry_meadow_wet_meadow_004","Hedera helix",1
"transition_dry_meadow_wet_meadow_004","Iris pseudacorus",7
"transition_dry_meadow_wet_meadow_004","Juncus effusus",3
"transition_dry_meadow_wet_meadow_004","Lotus corniculatus",16
"transition_dry_meadow_wet_meadow_004","Mentha aquatica",15
"transition_dry_meadow_wet_meadow_004","Plantago major",18
"transition_dry_meadow_wet_meadow_004","Ranunculus acris",10
"transition_dry_meadow_wet_meadow_004","Salvia pratensis",3
"transition_dry_meadow_wet_meadow_004","Taraxacum officinale",4
"transition_wet_meadow_woodland_001","Carex acuta",3
"transition_wet_meadow_woodland_001","Chelidonium majus",2
"transition_wet_meadow_woodland_001","Deschampsia cespitosa",6
"transition_wet_meadow_woodland_001","Dryopteris filix-mas",10
"transition_wet_meadow_woodland_001","Filipendula ulmaria",8
"transition_wet_meadow_woodland_001","Galium odoratum",2
"transition_wet_meadow_woodland_001","Juncus effusus",4
"transition_wet_meadow_woodland_001","Mentha aquatica",3
"transition_wet_meadow_woodland_001","Mercurialis perennis",28
"transition_wet_meadow_woodland_001","Pinus sylvestris",2
"transition_wet_meadow_woodland_001","Plantago major",29
"transition_wet_meadow_woodland_001","Taraxacum officinale",6
"transition_wet_meadow_woodland_002","Anemone nemorosa",13
"transition_wet_meadow_woodland_002","Caltha palustris",14
"transition_wet_meadow_woodland_002","Carex acuta",4
"transition_wet_meadow_woodland_002","Dryopteris filix-mas",13
"transition_wet_meadow_woodland_002","Filipendula ulmaria",22
"transition_wet_meadow_woodland_002","Galium odoratum",9
"transition_wet_meadow_woodland_002","Hedera helix",9
"transition_wet_meadow_woodland_002","Iris pseudacorus",12
"transition_wet_meadow_woodland_002","Juncus effusus",8
"transition_wet_meadow_woodland_002","Lychnis flos-cuculi",10
"transition_wet_meadow_woodland_002","Melica uniflora",14
"transition_wet_meadow_woodland_002","Mentha aquatica",14
"transition_wet_meadow_woodland_002","Mercurialis perennis",2
"transition_wet_meadow_woodland_002","Plantago major",9
"transition_wet_meadow_woodland_002","Poa pratensis",14
"transition_wet_meadow_woodland_002","Ranunculus acris",2
"transition_wet_meadow_woodland_002","Trifolium repens",9
"transition_wet_meadow_woodland_002","Urtica dioica",3
"transition_wet_meadow_woodland_003","Artemisia vulgaris",3
"transition_wet_meadow_woodland_003","Dryopteris filix-mas",11
"transition_wet_meadow_woodland_003","Iris pseudacorus",3
"transition_wet_meadow_woodland_003","Lychnis flos-cuculi",8
"transition_wet_meadow_woodland_003","Mercurialis perennis",14
"transition_wet_meadow_woodland_003","Plantago major",5
"transition_wet_meadow_woodland_003","Poa pratensis",16
"transition_wet_meadow_woodland_003","Prunella vulgaris",2
"transition_wet_meadow_woodland_003","Quercus robur",11
"transition_wet_meadow_woodland_003","Sambucus nigra",3
"transition_wet_meadow_woodland_003","Taraxacum officinale",17
"transition_wet_meadow_woodland_003","Thymus serpyllum",3
"transition_wet_meadow_woodland_003","Trifolium repens",3
"transition_wet_meadow_woodland_004","Caltha palustris",12
"transition_wet_meadow_woodland_004","Dactylis glomerata",5
"transition_wet_meadow_woodland_004","Dryopteris filix-mas",5
"transition_wet_meadow_woodland_004","Galium odoratum",12
"transition_wet_meadow_woodland_004","Galium verum",3
"transition_wet_meadow_woodland_004","Hedera helix",6
"transition_wet_meadow_woodland_004","Iris pseudacorus",10
"transition_wet_meadow_woodland_004","Juncus effusus",12
"transition_wet_meadow_woodland_004","Lychnis flos-cuculi",13
"transition_wet_meadow_woodland_004","Melica uniflora",14
"transition_wet_meadow_woodland_004","Mercurialis perennis",5
"transition_wet_meadow_woodland_004","Ranunculus acris",24
"transition_wet_meadow_woodland_004","Taraxacum officinale",3
"transition_woodland_ruderal_edge_001","Achillea millefolium",4
"transition_woodland_ruderal_edge_001","Aegopodium podagraria",26
"transition_woodland_ruderal_edge_001","Anemone nemorosa",13
"transition_woodland_ruderal_edge_001","Ballota nigra",3
"transition_woodland_ruderal_edge_001","Dactylis glomerata",3
"transition_woodland_ruderal_edge_001","Fagus sylvatica",4
"transition_woodland_ruderal_edge_001","Festuca ovina",3
"transition_woodland_ruderal_edge_001","Galium aparine",7
"transition_woodland_ruderal_edge_001","Galium odoratum",9
"transition_woodland_ruderal_edge_001","Hedera helix",14
"transition_woodland_ruderal_edge_001","Iris pseudacorus",4
"transition_woodland_ruderal_edge_001","Melica uniflora",17
"transition_woodland_ruderal_edge_001","Plantago major",5
"transition_woodland_ruderal_edge_001","Poa pratensis",8
"transition_woodland_ruderal_edge_001","Quercus robur",13
"transition_woodland_ruderal_edge_001","Sambucus nigra",13
"transition_woodland_ruderal_edge_001","Trifolium repens",9
"transition_woodland_ruderal_edge_001","Urtica dioica",7
"transition_woodland_ruderal_edge_002","Aegopodium podagraria",8
"transition_woodland_ruderal_edge_002","Anemone nemorosa",6
"transition_woodland_ruderal_edge_002","Artemisia vulgaris",10
"transition_woodland_ruderal_edge_002","Dactylis glomerata",10
"transition_woodland_ruderal_edge_002","Dryopteris filix-mas",11
"transition_woodland_ruderal_edge_002","Galium odoratum",16
"transition_woodland_ruderal_edge_002","Hedera helix",15
"transition_woodland_ruderal_edge_002","Leucanthemum vulgare",4
"transition_woodland_ruderal_edge_002","Melica uniflora",20
"transition_woodland_ruderal_edge_002","Poa pratensis",19
"transition_woodland_ruderal_edge_002","Salvia pratensis",5
"transition_woodland_ruderal_edge_002","Sambucus nigra",13
"transition_woodland_ruderal_edge_003","Aegopodium podagraria",6
"transition_woodland_ruderal_edge_003","Anemone nemorosa",25
"transition_woodland_ruderal_edge_003","Artemisia vulgaris",17
"transition_woodland_ruderal_edge_003","Ballota nigra",2
"transition_woodland_ruderal_edge_003","Dryopteris filix-mas",11
"transition_woodland_ruderal_edge_003","Fagus sylvatica",6
"transition_woodland_ruderal_edge_003","Galium aparine",11
"transition_woodland_ruderal_edge_003","Galium verum",4
"transition_woodland_ruderal_edge_003","Mercurialis perennis",14
"transition_woodland_ruderal_edge_003","Plantago major",13
"transition_woodland_ruderal_edge_003","Ranunculus acris",18
"transition_woodland_ruderal_edge_003","Salvia pratensis",7
"transition_woodland_ruderal_edge_003","Sambucus nigra",10
"transition_woodland_ruderal_edge_003","Trifolium repens",7
"transition_woodland_ruderal_edge_004","Aegopodium podagraria",2
"transition_woodland_ruderal_edge_004","Fagus sylvatica",11
"transition_woodland_ruderal_edge_004","Festuca ovina",4
"transition_woodland_ruderal_edge_004","Galium aparine",12
"transition_woodland_ruderal_edge_004","Galium odoratum",9
"transition_woodland_ruderal_edge_004","Juncus effusus",5
"transition_woodland_ruderal_edge_004","Mentha aquatica",7
"transition_woodland_ruderal_edge_004","Mercurialis perennis",4
"transition_woodland_ruderal_edge_004","Poa pratensis",10
"transition_woodland_ruderal_edge_004","Quercus robur",5
"transition_woodland_ruderal_edge_004","Ranunculus acris",5
"transition_woodland_ruderal_edge_004","Sambucus nigra",3
"transition_woodland_ruderal_edge_004","Trifolium repens",4
"wet_meadow_001","Aegopodium podagraria",3
"wet_meadow_001","Caltha palustris",20
"wet_meadow_001","Carex acuta",37
"wet_meadow_001","Deschampsia cespitosa",24
"wet_meadow_001","Galium aparine",1
"wet_meadow_001","Galium odoratum",3
"wet_meadow_001","Iris pseudacorus",35
"wet_meadow_001","Lychnis flos-cuculi",10
"wet_meadow_001","Mentha aquatica",37
"wet_meadow_001","Plantago major",5
"wet_meadow_001","Poa pratensis",13
"wet_meadow_001","Rumex acetosa",4
"wet_meadow_001","Trifolium repens",1
"wet_meadow_002","Caltha palustris",16
"wet_meadow_002","Carex acuta",44
"wet_meadow_002","Deschampsia cespitosa",41
"wet_meadow_002","Festuca ovina",3
"wet_meadow_002","Filipendula ulmaria",22
"wet_meadow_002","Iris pseudacorus",30
"wet_meadow_002","Lychnis flos-cuculi",51
"wet_meadow_002","Poa pratensis",10
"wet_meadow_002","Salvia pratensis",3
"wet_meadow_002","Taraxacum officinale",11
"wet_meadow_002","Trifolium repens",9
"wet_meadow_003","Caltha palustris",29
"wet_meadow_003","Carex acuta",12
"wet_meadow_003","Deschampsia cespitosa",34
"wet_meadow_003","Festuca ovina",2
"wet_meadow_003","Filipendula ulmaria",16
"wet_meadow_003","Juncus effusus",27
"wet_meadow_003","Lychnis flos-cuculi",36
"wet_meadow_003","Mentha aquatica",59
"wet_meadow_003","Rumex acetosa",1
"wet_meadow_003","Sambucus nigra",5
"wet_meadow_003","Taraxacum officinale",4
"wet_meadow_003","Trifolium repens",17
"wet_meadow_004","Caltha palustris",12
"wet_meadow_004","Carex acuta",35
"wet_meadow_004","Deschampsia cespitosa",37
"wet_meadow_004","Iris pseudacorus",28
"wet_meadow_004","Juncus effusus",32
"wet_meadow_004","Mentha aquatica",33
"wet_meadow_004","Poa pratensis",11
"wet_meadow_004","Ranunculus acris",14
"wet_meadow_004","Trifolium repens",14
"wet_meadow_004","Veronica chamaedrys",2
"wet_meadow_005","Anemone nemorosa",7
"wet_meadow_005","Caltha palustris",17
"wet_meadow_005","Deschampsia cespitosa",34
"wet_meadow_005","Iris pseudacorus",57
"wet_meadow_005","Leucanthemum vulgare",3
"wet_meadow_005","Lychnis flos-cuculi",14
"wet_meadow_005","Melica uniflora",4
"wet_meadow_005","Mentha aquatica",53
"wet_meadow_005","Pinus sylvestris",2
"wet_meadow_005","Poa pratensis",11
"wet_meadow_005","Ranunculus acris",7
"wet_meadow_005","Trifolium repens",21
"wet_meadow_006","Caltha palustris",49
"wet_meadow_006","Carex acuta",48
"wet_meadow_006","Deschampsia cespitosa",7
"wet_meadow_006","Filipendula ulmaria",19
"wet_meadow_006","Iris pseudacorus",34
"wet_meadow_006","Juncus effusus",46
"wet_meadow_006","Leucanthemum vulgare",3
"wet_meadow_006","Mentha aquatica",32
"wet_meadow_006","Veronica chamaedrys",3
"wet_meadow_007","Anemone nemorosa",1
"wet_meadow_007","Caltha palustris",35
"wet_meadow_007","Carex acuta",17
"wet_meadow_007","Filipendula ulmaria",11
"wet_meadow_007","Lychnis flos-cuculi",32
"wet_meadow_007","Mentha aquatica",35
"wet_meadow_007","Plantago major",22
"wet_meadow_007","Poa pratensis",5
"wet_meadow_007","Ranunculus acris",10
"wet_meadow_007","Taraxacum officinale",3
"wet_meadow_007","Trifolium repens",12
"wet_meadow_007","Urtica dioica",6
"wet_meadow_007","Veronica chamaedrys",5
"wet_meadow_008","Caltha palustris",59
"wet_meadow_008","Fagus sylvatica",2
"wet_meadow_008","Hypericum perforatum",2
"wet_meadow_008","Iris pseudacorus",48
"wet_meadow_008","Leucanthemum vulgare",1
"wet_meadow_008","Lychnis flos-cuculi",42
"wet_meadow_008","Melica uniflora",4
"wet_meadow_008","Taraxacum officinale",3
"wet_meadow_008","Trifolium repens",22
"wet_meadow_009","Artemisia vulgaris",3
"wet_meadow_009","Caltha palustris",43
"wet_meadow_009","Carex acuta",49
"wet_meadow_009","Deschampsia cespitosa",33
"wet_meadow_009","Filipendula ulmaria",20
"wet_meadow_009","Hypericum perforatum",5
"wet_meadow_009","Iris pseudacorus",23
"wet_meadow_009","Juncus effusus",16
"wet_meadow_009","Leucanthemum vulgare",3
"wet_meadow_009","Lychnis flos-cuculi",19
"wet_meadow_009","Mentha aquatica",43
"wet_meadow_009","Plantago lanceolata",3
"wet_meadow_009","Quercus robur",2
"wet_meadow_009","Ranunculus acris",4
"wet_meadow_009","Veronica chamaedrys",2
"wet_meadow_010","Caltha palustris",44
"wet_meadow_010","Carex acuta",44
"wet_meadow_010","Deschampsia cespitosa",25
"wet_meadow_010","Filipendula ulmaria",40
"wet_meadow_010","Iris pseudacorus",44
"wet_meadow_010","Lychnis flos-cuculi",45
"wet_meadow_010","Mentha aquatica",29
"wet_meadow_010","Taraxacum officinale",5
"wet_meadow_010","Trifolium repens",9
"wet_meadow_011","Caltha palustris",40
"wet_meadow_011","Deschampsia cespitosa",25
"wet_meadow_011","Festuca ovina",2
"wet_meadow_011","Filipendula ulmaria",44
"wet_meadow_011","Galium verum",2
"wet_meadow_011","Iris pseudacorus",50
"wet_meadow_011","Juncus effusus",38
"wet_meadow_011","Leucanthemum vulgare",7
"wet_meadow_011","Lychnis flos-cuculi",32
"wet_meadow_011","Mentha aquatica",7
"wet_meadow_011","Phragmites australis",2
"wet_meadow_011","Plantago lanceolata",2
"wet_meadow_011","Quercus robur",7
"wet_meadow_011","Trifolium repens",16
"wet_meadow_012","Caltha palustris",33
"wet_meadow_012","Carex acuta",20
"wet_meadow_012","Chelidonium majus",2
"wet_meadow_012","Filipendula ulmaria",9
"wet_meadow_012","Galium verum",3
"wet_meadow_012","Juncus effusus",42
"wet_meadow_012","Mentha aquatica",29
"wet_meadow_012","Plantago major",5
"wet_meadow_012","Poa pratensis",14
"wet_meadow_012","Trifolium repens",9
"wet_meadow_013","Caltha palustris",24
"wet_meadow_013","Deschampsia cespitosa",17
"wet_meadow_013","Filipendula ulmaria",38
"wet_meadow_013","Iris pseudacorus",19
"wet_meadow_013","Juncus effusus",26
"wet_meadow_013","Lychnis flos-cuculi",49
"wet_meadow_013","Mentha aquatica",14
"wet_meadow_013","Trifolium repens",21
"wet_meadow_014","Caltha palustris",44
"wet_meadow_014","Deschampsia cespitosa",13
"wet_meadow_014","Filipendula ulmaria",48
"wet_meadow_014","Galium verum",1
"wet_meadow_014","Iris pseudacorus",42
"wet_meadow_014","Leucanthemum vulgare",2
"wet_meadow_014","Lychnis flos-cuculi",27
"wet_meadow_014","Phragmites australis",3
"wet_meadow_014","Plantago major",5
"wet_meadow_014","Rumex acetosa",2
"wet_meadow_014","Thymus serpyllum",2
"wet_meadow_014","Trifolium repens",5
"wet_meadow_014","Veronica chamaedrys",4
"wet_meadow_015","Caltha palustris",33
"wet_meadow_015","Filipendula ulmaria",15
"wet_meadow_015","Iris pseudacorus",8
"wet_meadow_015","Juncus effusus",10
"wet_meadow_015","Lychnis flos-cuculi",37
"wet_meadow_015","Mentha aquatica",32
"wet_meadow_015","Plantago lanceolata",2
"wet_meadow_015","Poa pratensis",15
"wet_meadow_015","Prunella vulgaris",4
"wet_meadow_015","Ranunculus acris",3
"wet_meadow_015","Veronica chamaedrys",8
"wet_meadow_016","Betula pendula",2
"wet_meadow_016","Caltha palustris",36
"wet_meadow_016","Chelidonium majus",1
"wet_meadow_016","Deschampsia cespitosa",41
"wet_meadow_016","Filipendula ulmaria",17
"wet_meadow_016","Hedera helix",6
"wet_meadow_016","Iris pseudacorus",64
"wet_meadow_016","Mentha aquatica",51
"wet_meadow_016","Ranunculus acris",6
"wet_meadow_016","Taraxacum officinale",17
"wet_meadow_016","Trifolium repens",5
"wet_meadow_016","Urtica dioica",4
"wet_meadow_017","Caltha palustris",26
"wet_meadow_017","Deschampsia cespitosa",59
"wet_meadow_017","Iris pseudacorus",49
"wet_meadow_017","Juncus effusus",25
"wet_meadow_017","Mentha aquatica",50
"wet_meadow_017","Poa pratensis",4
"wet_meadow_017","Ranunculus acris",11
"wet_meadow_017","Urtica dioica",3
"wet_meadow_018","Caltha palustris",46
"wet_meadow_018","Filipendula ulmaria",46
"wet_meadow_018","Galium odoratum",1
"wet_meadow_018","Iris pseudacorus",22
"wet_meadow_018","Lychnis flos-cuculi",33
"wet_meadow_018","Mentha aquatica",37
"wet_meadow_018","Plantago major",11
"wet_meadow_018","Ranunculus acris",14
"wet_meadow_018","Trifolium repens",19
"wet_meadow_019","Caltha palustris",51
"wet_meadow_019","Carex acuta",17
"wet_meadow_019","Chelidonium majus",2
"wet_meadow_019","Deschampsia cespitosa",28
"wet_meadow_019","Filipendula ulmaria",13
"wet_meadow_019","Hedera helix",4
"wet_meadow_019","Iris pseudacorus",24
"wet_meadow_019","Juncus effusus",48
"wet_meadow_019","Leucanthemum vulgare",2
"wet_meadow_019","Lychnis flos-cuculi",50
"wet_meadow_019","Mentha aquatica",57
"wet_meadow_019","Plantago major",23
"wet_meadow_019","Poa pratensis",15
"wet_meadow_019","Ranunculus acris",4
"wet_meadow_019","Trifolium repens",17
"wet_meadow_020","Caltha palustris",11
"wet_meadow_020","Carex acuta",22
"wet_meadow_020","Chelidonium majus",4
"wet_meadow_020","Deschampsia cespitosa",51
"wet_meadow_020","Filipendula ulmaria",35
"wet_meadow_020","Hedera helix",5
"wet_meadow_020","Iris pseudacorus",28
"wet_meadow_020","Juncus effusus",46
"wet_meadow_020","Lychnis flos-cuculi",32
"wet_meadow_020","Ranunculus acris",10
"wet_meadow_020","Trifolium repens",6
"wet_meadow_021","Aegopodium podagraria",2
"wet_meadow_021","Ballota nigra",2
"wet_meadow_021","Caltha palustris",35
"wet_meadow_021","Chelidonium majus",4
"wet_meadow_021","Deschampsia cespitosa",26
"wet_meadow_021","Filipendula ulmaria",46
"wet_meadow_021","Galium aparine",3
"wet_meadow_021","Galium odoratum",3
"wet_meadow_021","Iris pseudacorus",19
"wet_meadow_021","Juncus effusus",49
"wet_meadow_021","Lychnis flos-cuculi",52
"wet_meadow_021","Mentha aquatica",17
"wet_meadow_021","Pinus sylvestris",1
"wet_meadow_021","Poa pratensis",21
"wet_meadow_021","Trifolium repens",9
"wet_meadow_022","Ballota nigra",1
"wet_meadow_022","Caltha palustris",31
"wet_meadow_022","Deschampsia cespitosa",21
"wet_meadow_022","Fagus sylvatica",4
"wet_meadow_022","Filipendula ulmaria",31
"wet_meadow_022","Iris pseudacorus",43
"wet_meadow_022","Juncus effusus",46
"wet_meadow_022","Lychnis flos-cuculi",26
"wet_meadow_022","Mentha aquatica",26
"wet_meadow_022","Poa pratensis",4
"wet_meadow_022","Ranunculus acris",8
"wet_meadow_022","Taraxacum officinale",8
"wet_meadow_022","Trifolium repens",8
"wet_meadow_023","Caltha palustris",36
"wet_meadow_023","Carex acuta",47
"wet_meadow_023","Chelidonium majus",2
"wet_meadow_023","Deschampsia cespitosa",27
"wet_meadow_023","Filipendula ulmaria",19
"wet_meadow_023","Iris pseudacorus",62
"wet_meadow_023","Poa pratensis",15
"wet_meadow_023","Rubus caesius",4
"wet_meadow_023","Trifolium repens",14
"wet_meadow_024","Betula pendula",5
"wet_meadow_024","Caltha palustris",48
"wet_meadow_024","Carex acuta",23
